T,TM,Tm,H,PP,VV,V,VM,PM 2.5
26.7,35,17,48,0,20.4,10.2,16.5,54.0
26.3,34,16.5,55,0,20.4,8,16.5,53.0
26,33.9,18.7,54,0,18.2,17.8,31.7,46.0
26.2,32.6,19.8,59,0,11.9,13.7,27.8,43.0
18.2,27.4,2,93,0.51,15.1,9.6,24.1,36.0
20.2,24,17,72,4.83,13.2,11.1,22.2,45.0
20.6,27.1,13,63,0,17.5,9.8,20.6,22.0
21.8,28.1,14,54,0,20,8.3,18.3,41.0
15.3,20.6,9,63,0,13.7,10.6,20.6,22.0
14.7,22,8.8,60,0,13.2,8.9,20.6,21.0
17.6,23.1,13,64,0,11.7,11.5,25.9,31.0
15.8,21.2,11,64,0,10.8,13.5,27.8,40.0
15.8,22.5,7.8,64,0,12.1,8.7,16.5,31.0
16.8,24,8.7,65,0,11.7,6.5,14.8,28.0
17.9,23.6,7,69,10.92,9.5,12.6,24.1,51.0
17.6,26,9.2,66,0,12.1,5.2,11.1,45.0
20.1,28.2,12.3,64,0,10.9,8.9,13,39.0
21.9,29.2,13,57,0,13.7,10.6,20.6,54.0
19.8,24.6,17,65,0,12.9,11.5,22.2,51.0
21.3,30.4,12.4,56,0,26.7,9.1,13,50.0
17.2,30.1,3,70,0,12.1,11.1,27.8,49.0
10.3,14.4,8.6,76,1.02,11.1,16.5,37,52.0
10.3,15.4,5.4,59,0.76,11.6,18.1,27.8,30.0
14,20,8,64,0,11.6,15.2,29.4,16.0
13.5,17.7,9.7,85,5.08,8.2,5.2,11.1,21.0
14.8,23,8.5,80,0,3.1,6.5,18.3,28.0
16.8,23.7,10.7,74,0,10.1,10.6,18.3,25.0
16.5,25,8.9,62,0,5.6,12.8,27.8,38.0
15.3,22.5,8,66,0,10.5,7.4,14.8,47.0
13.3,21.3,7,74,0,6.1,5.9,13,63.0
11.6,19,5.8,80,0,5.3,7.2,16.5,64.0
9.1,15.7,3.7,85,0,3.9,9.8,22.2,78.0
11.1,14.5,9,82,0,10.3,13.1,22.2,49.0
11.6,16,9,82,0,8.5,5.4,11.1,45.0
7.2,13.4,1,90,5.59,8.5,10.6,22.2,61.0
9.2,15.2,2.3,74,0,12.7,9.4,18.3,11.0
9.2,11.4,7.6,86,2.29,10.1,9.8,25.9,27.0
9.4,13,6.9,84,7.11,9.7,12.4,20.6,28.0
8,10,7,88,0.25,10.3,10.6,18.3,43.0
8.7,14,2.7,85,3.3,8,9.1,24.1,59.0
9.6,12.2,7.6,86,14.22,10.3,8.3,16.5,42.0
10.4,16.3,7.9,82,0,10.5,14.3,22.2,41.0
13.2,16.5,9.9,77,0,9.8,7,18.3,12.0
11.3,16,8,86,0,6.6,6.3,18.3,33.0
10.4,16.6,6.9,81,0,8.5,15.6,24.1,53.0
6.8,8.3,4.9,86,0.25,8.9,17.4,25.9,67.0
6.3,12.4,1.9,84,34.54,15.9,13.1,22.2,77.0
3.7,7,0,91,0,7.1,13.1,20.6,38.0
5.8,9.7,3.9,84,0,9.8,11.1,16.5,69.0
4.3,10,0.9,89,13.72,5,9.3,16.5,69.0
6.9,8.1,1.9,92,7.37,9.2,10.2,14.8,63.0
10.3,13.4,2,90,21.59,13,12.6,22.2,52.0
9.9,14.1,6,76,2.54,9.8,15.4,31.7,61.0
5.6,11.8,1,81,2.29,10,11.7,18.3,51.0
7.8,9.4,6,78,0.51,11.4,12.2,33.5,26.0
0.8,3.5,-2.5,76,0,8.4,9.4,25.9,58.0
0.1,3,-2,81,0,7.7,7.6,14.8,60.0
0.3,2.1,-2,76,0,8,9.1,18.3,82.0
5.9,10.6,3,81,0,12.1,10.7,25.9,49.0
3.4,8,-0.5,89,15.49,8,12.6,18.3,40.0
5.9,9,1.8,84,0.25,10.1,11.5,18.3,70.0
3.1,7.7,-2,85,0.51,9.7,10.6,27.8,50.0
0.4,6.5,-3.3,90,0,4.2,3.3,11.1,29.0
-0.3,6.6,-5,88,0,4.5,11.3,20.6,63.0
3.5,5,2,92,0,7.1,10.7,16.5,70.0
