T,TM,Tm,H,PP,VV,V,VM,PM 2.5
7.4,11.5,3,93,1.52,7.6,6.1,14.8,66.0
5,8,0.8,91,0,7.2,6.9,18.3,73.0
7.4,12,2.9,83,0,8,8.7,22.2,70.0
11.9,17.1,7.7,84,0,8.7,6.5,18.3,70.0
12.4,19,6.4,82,0,8.4,9.4,18.3,75.0
12.3,16.2,9,85,0,7.4,9.3,18.3,76.0
12,20.2,7.1,79,0,10.1,13.9,25.9,50.0
10.7,18.7,6,83,0,7.2,12.4,20.6,61.0
11.2,16.3,6.7,84,0,10.1,9.4,24.1,71.0
12.4,21.1,6.5,75,0,12.2,10.6,16.5,66.0
12.6,20.6,6,85,0,6.8,6.1,13,66.0
8.8,15.1,4.3,87,0,7.2,9.1,16.5,84.0
8.7,12.6,2.9,83,0,9.8,7,16.5,96.0
12,17,4.9,72,0,12.4,12.2,18.3,76.0
12.6,17.6,2,76,0,11.3,17.6,31.7,66.0
4.7,15.2,0.9,88,12.45,8.9,8.9,40.7,67.0
3.2,5,0.5,93,3.56,8.5,8.9,37,59.0
3.7,6,2,85,9.4,13.2,25.7,35.2,68.0
0.6,3.2,-3,90,0,10,11.5,22.2,28.0
6.9,12,0,77,0,11.1,9.4,18.3,78.0
7.4,13.4,2.9,88,0,7.4,12.2,18.3,107.0
7.2,13,1.3,85,0,9.7,12.4,24.1,93.0
7.1,9.8,0.5,88,3.81,10,12.6,24.1,95.0
3.6,10,-1.6,76,0,10.3,14.4,20.6,80.0
5.8,13,1,79,0,10.1,12.8,22.2,96.0
6.3,13.3,1.8,81,0,9.5,11.7,16.5,103.0
8.1,11.4,2,88,0,8.7,6.5,14.8,91.0
9.4,14.7,3.9,87,0,9.3,12.8,25.9,88.0
8.1,11,0,97,0,6.9,8.1,16.5,111.0
7.6,15,2.6,84,0,9.7,11.5,18.3,62.0
6.6,14,1.7,85,0,10.3,13.3,22.2,66.0
4.9,13.2,1,83,0,10.9,12.4,18.3,71.0
